week_start_date,vegetable,location,month,week_of_year,fuel_price,price,temp,rainfall
3/15/2024,snake gourd,dambulla,3,11,363,280,28.94,0.36
3/15/2024,snake gourd,galle,3,11,363,200,30.07,0.64
3/15/2024,snake gourd,gampaha,3,11,363,,29.33,0.63
3/15/2024,snake gourd,jaffna,3,11,363,145,28.57,0.21
3/15/2024,snake gourd,kaluthara,3,11,363,300,30.07,0.64
3/15/2024,snake gourd,kandy,3,11,363,220,24.86,0.74
3/15/2024,snake gourd,meegoda,3,11,363,285,30.07,0.64
3/15/2024,snake gourd,monaragala,3,11,363,300,27.29,1.03
3/15/2024,snake gourd,nuwaraeliya,3,11,363,230,17.57,0.81
3/15/2024,snake gourd,ratnapura,3,11,363,300,27.86,0.41
3/15/2024,tomato,ampara,3,11,363,360,27.14,2.03
3/15/2024,tomato,anuradhapura,3,11,363,360,28.94,0.36
3/15/2024,tomato,badulla,3,11,363,260,25.29,0.53
3/15/2024,tomato,colombo,3,11,363,360,29.94,0.49
3/15/2024,tomato,dambulla,3,11,363,290,28.94,0.36
3/15/2024,tomato,galle,3,11,363,260,30.07,0.64
3/15/2024,tomato,gampaha,3,11,363,,29.33,0.63
3/15/2024,tomato,jaffna,3,11,363,220,28.57,0.21
3/15/2024,tomato,kaluthara,3,11,363,370,30.07,0.64
3/15/2024,tomato,kandy,3,11,363,310,24.86,0.74
3/15/2024,tomato,meegoda,3,11,363,300,30.07,0.64
3/15/2024,tomato,monaragala,3,11,363,360,27.29,1.03
3/15/2024,tomato,nuwaraeliya,3,11,363,250,17.57,0.81
3/15/2024,tomato,ratnapura,3,11,363,440,27.86,0.41
3/22/2024,beet root,ampara,3,12,363,300,28,2.6
3/22/2024,beet root,anuradhapura,3,12,363,340,28.46,5.17
3/22/2024,beet root,badulla,3,12,363,310,25.14,6.14
3/22/2024,beet root,colombo,3,12,363,725,29.04,8.17
3/22/2024,beet root,dambulla,3,12,363,370,28.46,5.17
3/22/2024,beet root,galle,3,12,363,265,29.01,6.26
3/22/2024,beet root,gampaha,3,12,363,,28.81,10.03
3/22/2024,beet root,jaffna,3,12,363,225,29.04,0.44
3/22/2024,beet root,kaluthara,3,12,363,250,29.01,6.26
3/22/2024,beet root,kandy,3,12,363,250,25,7.81
3/22/2024,beet root,meegoda,3,12,363,280,29.01,6.26
3/22/2024,beet root,monaragala,3,12,363,360,28,5.86
3/22/2024,beet root,nuwaraeliya,3,12,363,250,18.14,0.19
3/22/2024,beet root,ratnapura,3,12,363,240,27.86,5.84
3/22/2024,brinjal,ampara,3,12,363,300,28,2.6
3/22/2024,brinjal,anuradhapura,3,12,363,260,28.46,5.17
3/22/2024,brinjal,badulla,3,12,363,280,25.14,6.14
3/22/2024,brinjal,colombo,3,12,363,700,29.04,8.17
3/22/2024,brinjal,dambulla,3,12,363,260,28.46,5.17
3/22/2024,brinjal,galle,3,12,363,225,29.01,6.26
3/22/2024,brinjal,gampaha,3,12,363,,28.81,10.03
3/22/2024,brinjal,jaffna,3,12,363,155,29.04,0.44
3/22/2024,brinjal,kaluthara,3,12,363,335,29.01,6.26
3/22/2024,brinjal,kandy,3,12,363,280,25,7.81
3/22/2024,brinjal,meegoda,3,12,363,280,29.01,6.26
3/22/2024,brinjal,monaragala,3,12,363,300,28,5.86
3/22/2024,brinjal,nuwaraeliya,3,12,363,270,18.14,0.19
3/22/2024,brinjal,ratnapura,3,12,363,220,27.86,5.84
3/22/2024,cabbage,ampara,3,12,363,420,28,2.6
3/22/2024,cabbage,anuradhapura,3,12,363,440,28.46,5.17
3/22/2024,cabbage,badulla,3,12,363,360,25.14,6.14
3/22/2024,cabbage,colombo,3,12,363,675,29.04,8.17
3/22/2024,cabbage,dambulla,3,12,363,330,28.46,5.17
3/22/2024,cabbage,galle,3,12,363,470,29.01,6.26
3/22/2024,cabbage,gampaha,3,12,363,,28.81,10.03
3/22/2024,cabbage,jaffna,3,12,363,345,29.04,0.44
3/22/2024,cabbage,kaluthara,3,12,363,370,29.01,6.26
3/22/2024,cabbage,kandy,3,12,363,465,25,7.81
3/22/2024,cabbage,meegoda,3,12,363,405,29.01,6.26
3/22/2024,cabbage,monaragala,3,12,363,460,28,5.86
3/22/2024,cabbage,nuwaraeliya,3,12,363,355,18.14,0.19
3/22/2024,cabbage,ratnapura,3,12,363,360,27.86,5.84
3/22/2024,carrot,ampara,3,12,363,440,28,2.6
3/22/2024,carrot,anuradhapura,3,12,363,440,28.46,5.17
3/22/2024,carrot,badulla,3,12,363,310,25.14,6.14
3/22/2024,carrot,colombo,3,12,363,850,29.04,8.17
3/22/2024,carrot,dambulla,3,12,363,380,28.46,5.17
3/22/2024,carrot,galle,3,12,363,375,29.01,6.26
3/22/2024,carrot,gampaha,3,12,363,,28.81,10.03
3/22/2024,carrot,jaffna,3,12,363,435,29.04,0.44
3/22/2024,carrot,kaluthara,3,12,363,370,29.01,6.26
3/22/2024,carrot,kandy,3,12,363,490,25,7.81
3/22/2024,carrot,meegoda,3,12,363,410,29.01,6.26
3/22/2024,carrot,monaragala,3,12,363,440,28,5.86
3/22/2024,carrot,nuwaraeliya,3,12,363,350,18.14,0.19
3/22/2024,carrot,ratnapura,3,12,363,420,27.86,5.84
3/22/2024,cucumber,ampara,3,12,363,180,28,2.6
3/22/2024,cucumber,anuradhapura,3,12,363,140,28.46,5.17
3/22/2024,cucumber,badulla,3,12,363,110,25.14,6.14
3/22/2024,cucumber,colombo,3,12,363,230,29.04,8.17
3/22/2024,cucumber,dambulla,3,12,363,90,28.46,5.17
3/22/2024,cucumber,galle,3,12,363,90,29.01,6.26
3/22/2024,cucumber,gampaha,3,12,363,,28.81,10.03
3/22/2024,cucumber,jaffna,3,12,363,120,29.04,0.44
3/22/2024,cucumber,kaluthara,3,12,363,150,29.01,6.26
3/22/2024,cucumber,kandy,3,12,363,110,25,7.81
3/22/2024,cucumber,meegoda,3,12,363,140,29.01,6.26
3/22/2024,cucumber,monaragala,3,12,363,150,28,5.86
3/22/2024,cucumber,nuwaraeliya,3,12,363,130,18.14,0.19
3/22/2024,cucumber,ratnapura,3,12,363,110,27.86,5.84
3/22/2024,green beans,ampara,3,12,363,200,28,2.6
3/22/2024,green beans,anuradhapura,3,12,363,320,28.46,5.17
3/22/2024,green beans,badulla,3,12,363,150,25.14,6.14
3/22/2024,green beans,colombo,3,12,363,630,29.04,8.17
3/22/2024,green beans,dambulla,3,12,363,190,28.46,5.17
3/22/2024,green beans,galle,3,12,363,190,29.01,6.26
3/22/2024,green beans,gampaha,3,12,363,,28.81,10.03
3/22/2024,green beans,jaffna,3,12,363,260,29.04,0.44
3/22/2024,green beans,kaluthara,3,12,363,250,29.01,6.26
3/22/2024,green beans,kandy,3,12,363,220,25,7.81
3/22/2024,green beans,meegoda,3,12,363,180,29.01,6.26
3/22/2024,green beans,monaragala,3,12,363,280,28,5.86
3/22/2024,green beans,nuwaraeliya,3,12,363,190,18.14,0.19
3/22/2024,green beans,ratnapura,3,12,363,200,27.86,5.84
3/22/2024,ladies fingers,ampara,3,12,363,200,28,2.6
3/22/2024,ladies fingers,anuradhapura,3,12,363,150,28.46,5.17
3/22/2024,ladies fingers,badulla,3,12,363,180,25.14,6.14
3/22/2024,ladies fingers,colombo,3,12,363,335,29.04,8.17
3/22/2024,ladies fingers,dambulla,3,12,363,180,28.46,5.17
3/22/2024,ladies fingers,galle,3,12,363,170,29.01,6.26
3/22/2024,ladies fingers,gampaha,3,12,363,,28.81,10.03
3/22/2024,ladies fingers,jaffna,3,12,363,220,29.04,0.44
3/22/2024,ladies fingers,kaluthara,3,12,363,300,29.01,6.26
3/22/2024,ladies fingers,kandy,3,12,363,130,25,7.81
3/22/2024,ladies fingers,meegoda,3,12,363,200,29.01,6.26
3/22/2024,ladies fingers,monaragala,3,12,363,220,28,5.86
3/22/2024,ladies fingers,nuwaraeliya,3,12,363,140,18.14,0.19
3/22/2024,ladies fingers,ratnapura,3,12,363,140,27.86,5.84
3/22/2024,leeks,ampara,3,12,363,280,28,2.6
3/22/2024,leeks,anuradhapura,3,12,363,335,28.46,5.17
3/22/2024,leeks,badulla,3,12,363,320,25.14,6.14
3/22/2024,leeks,colombo,3,12,363,540,29.04,8.17
3/22/2024,leeks,dambulla,3,12,363,340,28.46,5.17
3/22/2024,leeks,galle,3,12,363,250,29.01,6.26
3/22/2024,leeks,gampaha,3,12,363,,28.81,10.03
3/22/2024,leeks,jaffna,3,12,363,365,29.04,0.44
3/22/2024,leeks,kaluthara,3,12,363,300,29.01,6.26
3/22/2024,leeks,kandy,3,12,363,310,25,7.81
3/22/2024,leeks,meegoda,3,12,363,300,29.01,6.26
3/22/2024,leeks,monaragala,3,12,363,340,28,5.86
3/22/2024,leeks,nuwaraeliya,3,12,363,250,18.14,0.19
3/22/2024,leeks,ratnapura,3,12,363,260,27.86,5.84
3/22/2024,luffa,ampara,3,12,363,260,28,2.6
3/22/2024,luffa,anuradhapura,3,12,363,220,28.46,5.17
3/22/2024,luffa,badulla,3,12,363,220,25.14,6.14
3/22/2024,luffa,colombo,3,12,363,450,29.04,8.17
3/22/2024,luffa,dambulla,3,12,363,180,28.46,5.17
3/22/2024,luffa,galle,3,12,363,240,29.01,6.26
3/22/2024,luffa,gampaha,3,12,363,,28.81,10.03
3/22/2024,luffa,jaffna,3,12,363,,29.04,0.44
3/22/2024,luffa,kaluthara,3,12,363,210,29.01,6.26
3/22/2024,luffa,kandy,3,12,363,180,25,7.81
3/22/2024,luffa,meegoda,3,12,363,240,29.01,6.26
3/22/2024,luffa,monaragala,3,12,363,280,28,5.86
3/22/2024,luffa,nuwaraeliya,3,12,363,210,18.14,0.19
3/22/2024,luffa,ratnapura,3,12,363,260,27.86,5.84
3/22/2024,pumpkin,ampara,3,12,363,280,28,2.6
3/22/2024,pumpkin,anuradhapura,3,12,363,280,28.46,5.17
3/22/2024,pumpkin,badulla,3,12,363,280,25.14,6.14
3/22/2024,pumpkin,colombo,3,12,363,260,29.04,8.17
3/22/2024,pumpkin,dambulla,3,12,363,260,28.46,5.17
3/22/2024,pumpkin,galle,3,12,363,250,29.01,6.26
3/22/2024,pumpkin,gampaha,3,12,363,,28.81,10.03
3/22/2024,pumpkin,jaffna,3,12,363,185,29.04,0.44
3/22/2024,pumpkin,kaluthara,3,12,363,250,29.01,6.26
3/22/2024,pumpkin,kandy,3,12,363,250,25,7.81
3/22/2024,pumpkin,meegoda,3,12,363,255,29.01,6.26
3/22/2024,pumpkin,monaragala,3,12,363,300,28,5.86
3/22/2024,pumpkin,nuwaraeliya,3,12,363,255,18.14,0.19
3/22/2024,pumpkin,ratnapura,3,12,363,280,27.86,5.84
3/22/2024,snake gourd,ampara,3,12,363,300,28,2.6
3/22/2024,snake gourd,anuradhapura,3,12,363,220,28.46,5.17
3/22/2024,snake gourd,badulla,3,12,363,220,25.14,6.14
3/22/2024,snake gourd,colombo,3,12,363,265,29.04,8.17
3/22/2024,snake gourd,dambulla,3,12,363,250,28.46,5.17
3/22/2024,snake gourd,galle,3,12,363,200,29.01,6.26
3/22/2024,snake gourd,gampaha,3,12,363,,28.81,10.03
3/22/2024,snake gourd,jaffna,3,12,363,175,29.04,0.44
3/22/2024,snake gourd,kaluthara,3,12,363,235,29.01,6.26
3/22/2024,snake gourd,kandy,3,12,363,170,25,7.81
3/22/2024,snake gourd,meegoda,3,12,363,280,29.01,6.26
3/22/2024,snake gourd,monaragala,3,12,363,290,28,5.86
3/22/2024,snake gourd,nuwaraeliya,3,12,363,190,18.14,0.19
3/22/2024,snake gourd,ratnapura,3,12,363,260,27.86,5.84
3/22/2024,tomato,ampara,3,12,363,240,28,2.6
3/22/2024,tomato,anuradhapura,3,12,363,240,28.46,5.17
3/22/2024,tomato,badulla,3,12,363,190,25.14,6.14
3/22/2024,tomato,colombo,3,12,363,740,29.04,8.17
3/22/2024,tomato,dambulla,3,12,363,250,28.46,5.17
3/22/2024,tomato,galle,3,12,363,260,29.01,6.26
3/22/2024,tomato,gampaha,3,12,363,,28.81,10.03
3/22/2024,tomato,jaffna,3,12,363,165,29.04,0.44
3/22/2024,tomato,kaluthara,3,12,363,250,29.01,6.26
3/22/2024,tomato,kandy,3,12,363,250,25,7.81
3/22/2024,tomato,meegoda,3,12,363,195,29.01,6.26
3/22/2024,tomato,monaragala,3,12,363,280,28,5.86
3/22/2024,tomato,nuwaraeliya,3,12,363,230,18.14,0.19
3/22/2024,tomato,ratnapura,3,12,363,260,27.86,5.84
3/29/2024,beet root,ampara,3,13,363,320,28.29,0.81
3/29/2024,beet root,anuradhapura,3,13,363,280,29,1.29
3/29/2024,beet root,badulla,3,13,363,220,25.57,3.17
3/29/2024,beet root,colombo,3,13,363,300,29.61,3.03
3/29/2024,beet root,dambulla,3,13,363,320,29,1.29
3/29/2024,beet root,galle,3,13,363,265,29.84,3.5
3/29/2024,beet root,gampaha,3,13,363,,29.36,3.03
3/29/2024,beet root,jaffna,3,13,363,225,29.77,1.14
3/29/2024,beet root,kaluthara,3,13,363,300,29.84,3.5
3/29/2024,beet root,kandy,3,13,363,250,25,3.79
3/29/2024,beet root,meegoda,3,13,363,280,29.84,3.5
3/29/2024,beet root,monaragala,3,13,363,280,28.43,2.09
3/29/2024,beet root,nuwaraeliya,3,13,363,230,18.14,0.07
3/29/2024,beet root,ratnapura,3,13,363,260,28,2.63
3/29/2024,brinjal,ampara,3,13,363,280,28.29,0.81
3/29/2024,brinjal,anuradhapura,3,13,363,240,29,1.29
3/29/2024,brinjal,badulla,3,13,363,220,25.57,3.17
3/29/2024,brinjal,colombo,3,13,363,300,29.61,3.03
3/29/2024,brinjal,dambulla,3,13,363,200,29,1.29
3/29/2024,brinjal,galle,3,13,363,240,29.84,3.5
3/29/2024,brinjal,gampaha,3,13,363,,29.36,3.03
3/29/2024,brinjal,jaffna,3,13,363,120,29.77,1.14
3/29/2024,brinjal,kaluthara,3,13,363,210,29.84,3.5
3/29/2024,brinjal,kandy,3,13,363,250,25,3.79
3/29/2024,brinjal,meegoda,3,13,363,280,29.84,3.5
3/29/2024,brinjal,monaragala,3,13,363,280,28.43,2.09
3/29/2024,brinjal,nuwaraeliya,3,13,363,250,18.14,0.07
3/29/2024,brinjal,ratnapura,3,13,363,230,28,2.63
3/29/2024,cabbage,ampara,3,13,363,320,28.29,0.81
3/29/2024,cabbage,anuradhapura,3,13,363,320,29,1.29
3/29/2024,cabbage,badulla,3,13,363,250,25.57,3.17
3/29/2024,cabbage,colombo,3,13,363,320,29.61,3.03
3/29/2024,cabbage,dambulla,3,13,363,340,29,1.29
3/29/2024,cabbage,galle,3,13,363,290,29.84,3.5
3/29/2024,cabbage,gampaha,3,13,363,,29.36,3.03
3/29/2024,cabbage,jaffna,3,13,363,225,29.77,1.14
3/29/2024,cabbage,kaluthara,3,13,363,350,29.84,3.5
3/29/2024,cabbage,kandy,3,13,363,250,25,3.79
3/29/2024,cabbage,meegoda,3,13,363,360,29.84,3.5
3/29/2024,cabbage,monaragala,3,13,363,320,28.43,2.09
3/29/2024,cabbage,nuwaraeliya,3,13,363,255,18.14,0.07
3/29/2024,cabbage,ratnapura,3,13,363,280,28,2.63
3/29/2024,carrot,ampara,3,13,363,380,28.29,0.81
3/29/2024,carrot,anuradhapura,3,13,363,360,29,1.29
3/29/2024,carrot,badulla,3,13,363,310,25.57,3.17
3/29/2024,carrot,colombo,3,13,363,350,29.61,3.03
3/29/2024,carrot,dambulla,3,13,363,375,29,1.29
3/29/2024,carrot,galle,3,13,363,330,29.84,3.5
3/29/2024,carrot,gampaha,3,13,363,,29.36,3.03
3/29/2024,carrot,jaffna,3,13,363,320,29.77,1.14
3/29/2024,carrot,kaluthara,3,13,363,350,29.84,3.5
3/29/2024,carrot,kandy,3,13,363,490,25,3.79
3/29/2024,carrot,meegoda,3,13,363,420,29.84,3.5
3/29/2024,carrot,monaragala,3,13,363,330,28.43,2.09
3/29/2024,carrot,nuwaraeliya,3,13,363,355,18.14,0.07
3/29/2024,carrot,ratnapura,3,13,363,320,28,2.63
3/29/2024,cucumber,ampara,3,13,363,160,28.29,0.81
3/29/2024,cucumber,anuradhapura,3,13,363,130,29,1.29
3/29/2024,cucumber,badulla,3,13,363,160,25.57,3.17
3/29/2024,cucumber,colombo,3,13,363,160,29.61,3.03
3/29/2024,cucumber,dambulla,3,13,363,110,29,1.29
3/29/2024,cucumber,galle,3,13,363,70,29.84,3.5
3/29/2024,cucumber,gampaha,3,13,363,,29.36,3.03
3/29/2024,cucumber,jaffna,3,13,363,120,29.77,1.14
3/29/2024,cucumber,kaluthara,3,13,363,210,29.84,3.5
3/29/2024,cucumber,kandy,3,13,363,110,25,3.79
3/29/2024,cucumber,meegoda,3,13,363,140,29.84,3.5
3/29/2024,cucumber,monaragala,3,13,363,150,28.43,2.09
3/29/2024,cucumber,nuwaraeliya,3,13,363,145,18.14,0.07
3/29/2024,cucumber,ratnapura,3,13,363,110,28,2.63
3/29/2024,green beans,ampara,3,13,363,200,28.29,0.81
3/29/2024,green beans,anuradhapura,3,13,363,250,29,1.29
3/29/2024,green beans,badulla,3,13,363,135,25.57,3.17
3/29/2024,green beans,colombo,3,13,363,240,29.61,3.03
3/29/2024,green beans,dambulla,3,13,363,190,29,1.29
3/29/2024,green beans,galle,3,13,363,190,29.84,3.5
3/29/2024,green beans,gampaha,3,13,363,,29.36,3.03
3/29/2024,green beans,jaffna,3,13,363,220,29.77,1.14
3/29/2024,green beans,kaluthara,3,13,363,190,29.84,3.5
3/29/2024,green beans,kandy,3,13,363,220,25,3.79
3/29/2024,green beans,meegoda,3,13,363,180,29.84,3.5
3/29/2024,green beans,monaragala,3,13,363,210,28.43,2.09
3/29/2024,green beans,nuwaraeliya,3,13,363,190,18.14,0.07
3/29/2024,green beans,ratnapura,3,13,363,180,28,2.63
3/29/2024,ladies fingers,ampara,3,13,363,180,28.29,0.81
3/29/2024,ladies fingers,anuradhapura,3,13,363,180,29,1.29
3/29/2024,ladies fingers,badulla,3,13,363,180,25.57,3.17
3/29/2024,ladies fingers,colombo,3,13,363,210,29.61,3.03
3/29/2024,ladies fingers,dambulla,3,13,363,155,29,1.29
3/29/2024,ladies fingers,galle,3,13,363,140,29.84,3.5
3/29/2024,ladies fingers,gampaha,3,13,363,,29.36,3.03
3/29/2024,ladies fingers,jaffna,3,13,363,180,29.77,1.14
3/29/2024,ladies fingers,kaluthara,3,13,363,320,29.84,3.5
3/29/2024,ladies fingers,kandy,3,13,363,130,25,3.79
3/29/2024,ladies fingers,meegoda,3,13,363,150,29.84,3.5
3/29/2024,ladies fingers,monaragala,3,13,363,180,28.43,2.09
3/29/2024,ladies fingers,nuwaraeliya,3,13,363,150,18.14,0.07
3/29/2024,ladies fingers,ratnapura,3,13,363,130,28,2.63
3/29/2024,leeks,ampara,3,13,363,280,28.29,0.81
3/29/2024,leeks,anuradhapura,3,13,363,280,29,1.29
3/29/2024,leeks,badulla,3,13,363,250,25.57,3.17
3/29/2024,leeks,colombo,3,13,363,310,29.61,3.03
3/29/2024,leeks,dambulla,3,13,363,280,29,1.29
3/29/2024,leeks,galle,3,13,363,210,29.84,3.5
3/29/2024,leeks,gampaha,3,13,363,,29.36,3.03
3/29/2024,leeks,jaffna,3,13,363,265,29.77,1.14
3/29/2024,leeks,kaluthara,3,13,363,300,29.84,3.5
3/29/2024,leeks,kandy,3,13,363,280,25,3.79
3/29/2024,leeks,meegoda,3,13,363,300,29.84,3.5
3/29/2024,leeks,monaragala,3,13,363,290,28.43,2.09
3/29/2024,leeks,nuwaraeliya,3,13,363,255,18.14,0.07
3/29/2024,leeks,ratnapura,3,13,363,240,28,2.63
3/29/2024,luffa,ampara,3,13,363,260,28.29,0.81
3/29/2024,luffa,anuradhapura,3,13,363,280,29,1.29
3/29/2024,luffa,badulla,3,13,363,270,25.57,3.17
3/29/2024,luffa,colombo,3,13,363,250,29.61,3.03
3/29/2024,luffa,dambulla,3,13,363,180,29,1.29
3/29/2024,luffa,galle,3,13,363,190,29.84,3.5
3/29/2024,luffa,gampaha,3,13,363,,29.36,3.03
3/29/2024,luffa,jaffna,3,13,363,,29.77,1.14
3/29/2024,luffa,kaluthara,3,13,363,210,29.84,3.5
3/29/2024,luffa,kandy,3,13,363,170,25,3.79
3/29/2024,luffa,meegoda,3,13,363,220,29.84,3.5
3/29/2024,luffa,monaragala,3,13,363,290,28.43,2.09
3/29/2024,luffa,nuwaraeliya,3,13,363,200,18.14,0.07
3/29/2024,luffa,ratnapura,3,13,363,260,28,2.63
3/29/2024,pumpkin,ampara,3,13,363,260,28.29,0.81
3/29/2024,pumpkin,anuradhapura,3,13,363,260,29,1.29
3/29/2024,pumpkin,badulla,3,13,363,230,25.57,3.17
3/29/2024,pumpkin,colombo,3,13,363,250,29.61,3.03
3/29/2024,pumpkin,dambulla,3,13,363,230,29,1.29
3/29/2024,pumpkin,galle,3,13,363,190,29.84,3.5
3/29/2024,pumpkin,gampaha,3,13,363,,29.36,3.03
3/29/2024,pumpkin,jaffna,3,13,363,160,29.77,1.14
3/29/2024,pumpkin,kaluthara,3,13,363,210,29.84,3.5
3/29/2024,pumpkin,kandy,3,13,363,250,25,3.79
3/29/2024,pumpkin,meegoda,3,13,363,255,29.84,3.5
3/29/2024,pumpkin,monaragala,3,13,363,250,28.43,2.09
3/29/2024,pumpkin,nuwaraeliya,3,13,363,270,18.14,0.07
3/29/2024,pumpkin,ratnapura,3,13,363,240,28,2.63
3/29/2024,snake gourd,ampara,3,13,363,340,28.29,0.81
3/29/2024,snake gourd,anuradhapura,3,13,363,220,29,1.29
3/29/2024,snake gourd,badulla,3,13,363,250,25.57,3.17
3/29/2024,snake gourd,colombo,3,13,363,300,29.61,3.03
3/29/2024,snake gourd,dambulla,3,13,363,260,29,1.29
3/29/2024,snake gourd,galle,3,13,363,180,29.84,3.5
3/29/2024,snake gourd,gampaha,3,13,363,,29.36,3.03
3/29/2024,snake gourd,jaffna,3,13,363,130,29.77,1.14
3/29/2024,snake gourd,kaluthara,3,13,363,210,29.84,3.5
3/29/2024,snake gourd,kandy,3,13,363,170,25,3.79
3/29/2024,snake gourd,meegoda,3,13,363,250,29.84,3.5
3/29/2024,snake gourd,monaragala,3,13,363,280,28.43,2.09
3/29/2024,snake gourd,nuwaraeliya,3,13,363,190,18.14,0.07
3/29/2024,snake gourd,ratnapura,3,13,363,210,28,2.63
3/29/2024,tomato,ampara,3,13,363,220,28.29,0.81
3/29/2024,tomato,anuradhapura,3,13,363,230,29,1.29
3/29/2024,tomato,badulla,3,13,363,130,25.57,3.17
3/29/2024,tomato,colombo,3,13,363,260,29.61,3.03
3/29/2024,tomato,dambulla,3,13,363,190,29,1.29
3/29/2024,tomato,galle,3,13,363,260,29.84,3.5
3/29/2024,tomato,gampaha,3,13,363,,29.36,3.03
3/29/2024,tomato,jaffna,3,13,363,95,29.77,1.14
3/29/2024,tomato,kaluthara,3,13,363,210,29.84,3.5
3/29/2024,tomato,kandy,3,13,363,180,25,3.79
3/29/2024,tomato,meegoda,3,13,363,200,29.84,3.5
3/29/2024,tomato,monaragala,3,13,363,220,28.43,2.09
3/29/2024,tomato,nuwaraeliya,3,13,363,170,18.14,0.07
3/29/2024,tomato,ratnapura,3,13,363,225,28,2.63
4/5/2024,beet root,ampara,4,14,363,300,28.29,1.13
4/5/2024,beet root,anuradhapura,4,14,363,280,29.86,2.5
4/5/2024,beet root,badulla,4,14,363,220,26.29,1.56
4/5/2024,beet root,colombo,4,14,363,725,30.16,2.36
4/5/2024,beet root,dambulla,4,14,363,300,29.86,2.5
4/5/2024,beet root,galle,4,14,363,210,30.27,2.87
4/5/2024,beet root,gampaha,4,14,363,,29.7,2.47
4/5/2024,beet root,jaffna,4,14,363,265,30.17,0.59
4/5/2024,beet root,kaluthara,4,14,363,260,30.27,2.87
4/5/2024,beet root,kandy,4,14,363,220,25.86,1.13
4/5/2024,beet root,meegoda,4,14,363,280,30.27,2.87
4/5/2024,beet root,monaragala,4,14,363,340,28.86,3.96
4/5/2024,beet root,nuwaraeliya,4,14,363,250,19.14,0.16
4/5/2024,beet root,ratnapura,4,14,363,230,28.57,1.74
4/5/2024,brinjal,ampara,4,14,363,240,28.29,1.13
4/5/2024,brinjal,anuradhapura,4,14,363,280,29.86,2.5
4/5/2024,brinjal,badulla,4,14,363,220,26.29,1.56
4/5/2024,brinjal,colombo,4,14,363,700,30.16,2.36
4/5/2024,brinjal,dambulla,4,14,363,280,29.86,2.5
4/5/2024,brinjal,galle,4,14,363,230,30.27,2.87
4/5/2024,brinjal,gampaha,4,14,363,,29.7,2.47
4/5/2024,brinjal,jaffna,4,14,363,135,30.17,0.59
4/5/2024,brinjal,kaluthara,4,14,363,320,30.27,2.87
4/5/2024,brinjal,kandy,4,14,363,280,25.86,1.13
4/5/2024,brinjal,meegoda,4,14,363,420,30.27,2.87
4/5/2024,brinjal,monaragala,4,14,363,280,28.86,3.96
4/5/2024,brinjal,nuwaraeliya,4,14,363,330,19.14,0.16
4/5/2024,brinjal,ratnapura,4,14,363,210,28.57,1.74
4/5/2024,cabbage,ampara,4,14,363,320,28.29,1.13
4/5/2024,cabbage,anuradhapura,4,14,363,280,29.86,2.5
4/5/2024,cabbage,badulla,4,14,363,240,26.29,1.56
4/5/2024,cabbage,colombo,4,14,363,675,30.16,2.36
4/5/2024,cabbage,dambulla,4,14,363,330,29.86,2.5
4/5/2024,cabbage,galle,4,14,363,210,30.27,2.87
4/5/2024,cabbage,gampaha,4,14,363,,29.7,2.47
4/5/2024,cabbage,jaffna,4,14,363,165,30.17,0.59
4/5/2024,cabbage,kaluthara,4,14,363,280,30.27,2.87
4/5/2024,cabbage,kandy,4,14,363,220,25.86,1.13
4/5/2024,cabbage,meegoda,4,14,363,320,30.27,2.87
4/5/2024,cabbage,monaragala,4,14,363,300,28.86,3.96
4/5/2024,cabbage,nuwaraeliya,4,14,363,250,19.14,0.16
4/5/2024,cabbage,ratnapura,4,14,363,260,28.57,1.74
4/5/2024,carrot,ampara,4,14,363,380,28.29,1.13
4/5/2024,carrot,anuradhapura,4,14,363,380,29.86,2.5
4/5/2024,carrot,badulla,4,14,363,310,26.29,1.56
4/5/2024,carrot,colombo,4,14,363,850,30.16,2.36
4/5/2024,carrot,dambulla,4,14,363,380,29.86,2.5
4/5/2024,carrot,galle,4,14,363,330,30.27,2.87
4/5/2024,carrot,gampaha,4,14,363,,29.7,2.47
4/5/2024,carrot,jaffna,4,14,363,365,30.17,0.59
4/5/2024,carrot,kaluthara,4,14,363,310,30.27,2.87
4/5/2024,carrot,kandy,4,14,363,465,25.86,1.13
4/5/2024,carrot,meegoda,4,14,363,360,30.27,2.87
4/5/2024,carrot,monaragala,4,14,363,360,28.86,3.96
4/5/2024,carrot,nuwaraeliya,4,14,363,380,19.14,0.16
4/5/2024,carrot,ratnapura,4,14,363,360,28.57,1.74
4/5/2024,cucumber,ampara,4,14,363,160,28.29,1.13
4/5/2024,cucumber,anuradhapura,4,14,363,140,29.86,2.5
4/5/2024,cucumber,badulla,4,14,363,200,26.29,1.56
4/5/2024,cucumber,colombo,4,14,363,230,30.16,2.36
4/5/2024,cucumber,dambulla,4,14,363,130,29.86,2.5
4/5/2024,cucumber,galle,4,14,363,100,30.27,2.87
4/5/2024,cucumber,gampaha,4,14,363,,29.7,2.47
4/5/2024,cucumber,jaffna,4,14,363,120,30.17,0.59
4/5/2024,cucumber,kaluthara,4,14,363,150,30.27,2.87
4/5/2024,cucumber,kandy,4,14,363,130,25.86,1.13
4/5/2024,cucumber,meegoda,4,14,363,130,30.27,2.87
4/5/2024,cucumber,monaragala,4,14,363,130,28.86,3.96
4/5/2024,cucumber,nuwaraeliya,4,14,363,165,19.14,0.16
